CPU,RAM,Storage,GPU,ScreenSize,ScreenType,TouchType,Form,Region,Price in INR
20,15,52,2,18,FHD,Non-Touch,Laptop,GER,5420642.934
20,15,56,19,15,FHD,Non-Touch,Laptop,IND,1306762.356
20,11,54,28,13,FHD,Touch,Laptop,FRA,877125.767
23,13,40,28,12,FHD,Touch,Laptop,CAN,1202959.849
22,3,23,3,15,FHD,Touch,Laptop,FRA,2502350.732
1,7,56,2,15,UHD,Non-Touch,Laptop,FRA,2316990.732
25,16,23,28,23,FHD,Touch,Desktop,FRA,790745.697
18,13,23,28,15,HD+,Non-Touch,Laptop,CHN,377170.794
15,13,40,28,10,FHD+,Touch,Laptop,AUS,404236.56
6,15,5,28,27,UHD,Non-Touch,Desktop,CAN,1694482.79
25,13,4,28,15,FHD,Touch,Laptop,AUS,715565.6424
6,15,41,10,15,FHD,Touch,Laptop,FRA,791935.683
13,3,4,6,15,FHD,Touch,Laptop,GER,980650.72
12,3,13,12,10,FHD,Non-Touch,Desktop,FRA,930290.697
1,2,39,28,15,FHD,Non-Touch,Laptop,CHN,5508707.4
20,15,56,5,17,FHD,Non-Touch,Laptop,FRA,1024860.683
25,15,52,18,15,FHD,Non-Touch,Laptop,FRA,1389266.676
20,15,56,19,17,FHD,Non-Touch,Laptop,AUS,1259929.65
20,15,54,28,14,FHD,Touch,Laptop,AUS,1094862.615
20,15,53,14,15,FHD,Non-Touch,Laptop,IND,1102432.464
20,3,42,19,10,FHD,Non-Touch,Desktop,FRA,1367426.634
6,13,41,28,15,HD+,Non-Touch,Laptop,AUS,533322.615
20,11,41,28,13,FHD,Non-Touch,Laptop,GER,1238990.676
22,3,56,7,10,FHD,Non-Touch,Desktop,IND,2045019.886
20,15,56,7,10,FHD,Non-Touch,Desktop,BRA,1537053.253
25,15,23,5,23,FHD,Non-Touch,Desktop,IND,1162808.108
20,3,39,28,13,FHD,Touch,Laptop,CHN,1872486
25,15,4,7,10,FHD,Non-Touch,Desktop,IND,1412709.039
20,3,54,7,10,FHD,Non-Touch,Desktop,FRA,1366370.705
10,3,56,17,10,FHD,Non-Touch,Desktop,IND,1340966.396
25,16,54,28,10,FHD,Non-Touch,Desktop,FRA,757110.536
25,16,4,5,15,FHD,Non-Touch,Laptop,FRA,816302.508
20,15,39,28,13,FHD,Touch,Laptop,CHN,1614753
25,15,16,26,10,FHD,Non-Touch,Desktop,FRA,1608884.508
22,15,4,12,15,FHD,Non-Touch,Laptop,AUS,965899.935
20,3,16,19,15,HD,Non-Touch,Laptop,FRA,1705992.61
22,15,23,19,15,FHD,Non-Touch,Laptop,FRA,929520.515
35,3,16,9,10,FHD,Non-Touch,Desktop,IND,5083862.322
6,15,40,28,10,FHD,Non-Touch,Laptop,AUS,824703.18
35,3,28,2,10,FHD,Non-Touch,Desktop,FRA,3324640.501
22,3,4,18,15,FHD,Non-Touch,Laptop,GBR,1853839.12
1,3,10,28,15,QHD+,Non-Touch,Laptop,IND,7270110.862
42,15,23,28,15,FHD,Non-Touch,Laptop,GBR,926605.547
20,7,39,19,15,FHD,Non-Touch,Laptop,CHN,2793168
13,15,39,28,14,FHD,Non-Touch,Laptop,CHN,1081777.662
35,15,56,1,15,FHD,Non-Touch,Desktop,GER,1070388.34
20,15,56,28,13,FHD,Non-Touch,Laptop,FRA,958041
12,15,41,10,10,FHD,Non-Touch,Laptop,CAN,993932.03
19,7,48,11,10,FHD,Non-Touch,Desktop,IND,6722570.33
20,7,23,5,15,FHD,Non-Touch,Laptop,FRA,1137868.438
20,3,54,28,15,FHD,Non-Touch,Desktop,AUS,1672169.835
42,15,56,28,10,FHD,Non-Touch,Desktop,FRA,527643.9
22,3,54,12,17,FHD,Non-Touch,Laptop,FRA,1152470.396
20,3,39,7,17,UHD,Non-Touch,Laptop,CHN,4048153.2
12,3,56,17,15,FHD,Non-Touch,Laptop,FRA,1061050.354
20,3,41,28,14,FHD,Non-Touch,Laptop,CHN,994394.142
20,7,23,32,15,QHD+,Non-Touch,Laptop,IND,4437893.152
20,3,41,5,10,FHD,Non-Touch,Desktop,FRA,1208806.368
25,15,54,5,14,FHD,Non-Touch,Laptop,BRA,1259813.106
20,7,23,28,15,UHD,Touch,Laptop,FRA,1254834
2,15,4,28,10,FHD,Non-Touch,Desktop,IND,568387.946
22,3,13,9,10,FHD,Non-Touch,Desktop,FRA,1258520.319
20,15,53,5,15,UHD,Non-Touch,Laptop,FRA,957023.333
5,3,4,7,10,FHD,Non-Touch,Desktop,FRA,1113151.2
25,16,23,28,15,UHD,Touch,Laptop,FRA,705681.333
20,15,4,5,17,FHD,Non-Touch,Laptop,IND,1146991.86
1,7,70,14,15,UHD,Non-Touch,Laptop,BRA,3806060.158
25,15,25,28,15,UHD,Touch,Laptop,AUS,1208624.865
6,13,41,28,13,UHD,Non-Touch,Laptop,AUS,899240.16
20,3,41,28,13,UHD,Touch,Laptop,AUS,1888303.41
1,7,54,7,17,UHD,Non-Touch,Laptop,BRA,4557117.11
42,15,41,28,17,HD+,Non-Touch,Laptop,IND,632142.756
6,3,70,28,15,HD+,Non-Touch,Laptop,GER,1122492.294
20,3,23,14,15,FHD,Non-Touch,Laptop,IND,1286162.948
13,3,55,25,10,FHD,Non-Touch,Desktop,FRA,1512490
25,3,23,28,15,HD+,Touch,Laptop,CHN,713801.97
25,13,40,5,15,FHD,Non-Touch,Laptop,FRA,635565.7
20,3,41,28,15,FHD,Non-Touch,Laptop,IND,2527089.18
20,3,52,7,17,QHD,Non-Touch,Laptop,BRA,2662816.743
25,3,23,18,15,FHD,Non-Touch,Laptop,FRA,1328982.228
22,7,70,26,15,FHD,Non-Touch,Laptop,FRA,2742030.207
44,13,40,28,14,FHD,Non-Touch,Laptop,CAN,445896.36
12,3,70,9,10,FHD,Non-Touch,Desktop,FRA,1066664.214
12,16,41,10,13,FHD,Touch,Laptop,FRA,785670.179
25,15,53,28,15,FHD,Touch,Laptop,FRA,660342.144
6,15,70,5,10,FHD,Non-Touch,Desktop,CAN,663413.6418
42,3,4,28,10,FHD,Non-Touch,Desktop,FRA,590930.151
25,15,40,28,13,QHD+,Non-Touch,Laptop,AUS,1273984.845
6,13,23,28,14,HD+,Non-Touch,Laptop,AUS,680881.95
20,3,41,7,17,UHD,Non-Touch,Laptop,BRA,2368450.77
12,15,41,29,15,FHD,Non-Touch,Laptop,IND,886397.12
25,15,23,28,15,HD+,Non-Touch,Laptop,CAN,642083.26
20,7,55,2,10,FHD,Non-Touch,Desktop,FRA,1872983.7
10,3,54,17,10,FHD,Non-Touch,Desktop,IND,1308361.698
2,15,40,10,15,FHD,Non-Touch,Laptop,IND,467006.358
20,3,56,19,17,FHD,Touch,Laptop,IND,1872857.532
20,15,41,28,12,UHD,Touch,Laptop,CAN,1675021.53
20,3,39,7,15,FHD,Non-Touch,Laptop,FRA,1781630.102
22,7,43,3,10,FHD,Non-Touch,Desktop,GBR,3141119.52
25,13,23,28,15,HD+,Touch,Laptop,CHN,728640.864
20,3,40,9,10,FHD,Non-Touch,Desktop,FRA,833197.54
20,7,41,8,17,FHD,Non-Touch,Laptop,USA,1360983.345
25,15,4,5,10,FHD,Non-Touch,Laptop,CAN,1135843.8
6,15,41,28,12,QHD+,Touch,Laptop,AUS,1646237.145
44,15,28,28,14,FHD,Non-Touch,Laptop,AUS,627393.585
12,3,49,28,14,FHD,Non-Touch,Laptop,AUS,718050.375
6,15,40,28,14,QHD+,Touch,Laptop,USA,1150013.592
20,15,23,4,17,HD+,Non-Touch,Laptop,IND,815540.362
25,3,54,5,15,FHD,Non-Touch,Laptop,BRA,1477080.759
22,3,54,3,10,FHD,Non-Touch,Desktop,AUS,2250524.955
25,15,23,7,15,FHD,Non-Touch,Laptop,FRA,1443445.976
25,8,23,28,14,FHD,Touch,Laptop,FRA,730208.997
20,3,46,2,15,FHD,Non-Touch,Laptop,CHN,4276238.4
6,15,16,26,10,FHD,Non-Touch,Desktop,FRA,1825698.441
20,3,52,5,10,FHD,Non-Touch,Desktop,FRA,1298409.7
6,15,4,14,10,FHD,Non-Touch,Desktop,IND,896586.656
42,15,23,28,15,HD+,Non-Touch,Laptop,USA,506953.944
20,15,23,14,15,UHD,Touch,Laptop,FRA,1897661.906
20,13,23,14,10,FHD,Non-Touch,Desktop,FRA,857384.913
20,3,5,19,15,FHD,Non-Touch,Laptop,FRA,1509590.159
10,7,23,14,10,FHD,Non-Touch,Desktop,FRA,1209589.92
22,3,54,32,15,QHD+,Non-Touch,Laptop,IND,3757440.96
25,15,41,5,15,FHD,Non-Touch,Laptop,IND,950362.56
22,7,31,3,10,FHD,Non-Touch,Desktop,FRA,2148520.913
20,15,41,17,15,FHD,Non-Touch,Laptop,GBR,1806346.815
20,15,40,28,13,QHD+,Non-Touch,Laptop,BRA,1487381.182
20,3,49,2,10,FHD,Non-Touch,Desktop,AUS,2283597.75
20,15,23,28,23,FHD,Non-Touch,Desktop,FRA,589907.829
13,3,54,19,14,HD,Non-Touch,Laptop,FRA,2031783.6
20,3,3,19,10,FHD,Non-Touch,Desktop,FRA,1214629.878
22,7,16,7,10,FHD,Non-Touch,Desktop,FRA,1778689.836
20,15,53,28,17,FHD,Touch,Laptop,FRA,814229.822
10,7,23,28,10,FHD,Non-Touch,Desktop,AUS,656326.8033
20,3,54,28,12,FHD+,Touch,Laptop,AUS,1297542.33
20,3,11,17,10,FHD,Non-Touch,Desktop,FRA,1220509.829
20,3,55,18,15,FHD,Non-Touch,Laptop,FRA,1766890.622
22,7,56,17,10,FHD,Non-Touch,Desktop,GBR,1501608.969
20,3,54,29,14,FHD,Touch,Laptop,AUS,1838186.805
42,15,23,28,21,FHD,Touch,Desktop,FRA,603382.773
20,3,49,7,15,FHD,Non-Touch,Laptop,AUS,3604864.095
25,13,23,28,15,FHD,Non-Touch,Desktop,GER,830857.524
20,3,16,18,10,FHD,Non-Touch,Desktop,FRA,1433729.759
21,15,54,28,13,FHD,Non-Touch,Laptop,FRA,1589514.745
1,7,37,3,17,UHD,Non-Touch,Laptop,FRA,4255814.745
25,16,23,28,17,FHD,Touch,Laptop,FRA,977539.71
13,3,56,1,15,FHD,Non-Touch,Laptop,IND,119635.362
44,13,23,28,14,FHD,Non-Touch,Laptop,CAN,425274.85
20,15,20,19,10,FHD,Non-Touch,Desktop,IND,1759421.3
20,3,56,19,15,FHD,Non-Touch,Desktop,IND,1711838.744
20,8,56,19,15,FHD,Non-Touch,Laptop,FRA,1437612.4
1,7,54,3,15,UHD,Non-Touch,Laptop,CAN,4425080.66
20,3,41,17,10,FHD,Non-Touch,Desktop,IND,1702160.502
1,3,70,2,17,UHD,Non-Touch,Laptop,FRA,2987768.448
2,16,4,5,10,FHD,Non-Touch,Desktop,IND,674350.53
25,13,28,28,15,FHD,Non-Touch,Laptop,AUS,854544.6
25,3,4,14,17,FHD,Non-Touch,Laptop,FRA,1451369.633
20,15,54,28,13,FHD+,Touch,Laptop,CAN,1474132.66
12,15,41,19,10,FHD,Non-Touch,Desktop,FRA,1089277.175
25,15,28,5,27,FHD,Non-Touch,Desktop,CAN,1554038.987
10,3,13,17,10,FHD,Non-Touch,Desktop,FRA,1088524.633
22,15,56,18,10,FHD,Non-Touch,Desktop,BRA,1705141.108
20,3,56,19,17,QHD,Non-Touch,Laptop,AUS,2639859.705
6,15,41,5,15,UHD,Touch,Laptop,FRA,1319276
22,3,39,11,10,FHD,Non-Touch,Desktop,FRA,2524049.57
2,15,41,10,13,FHD,Touch,Laptop,USA,1194337.872
20,7,52,19,15,FHD,Non-Touch,Laptop,BRA,2602505.385
1,3,56,2,15,UHD,Non-Touch,Laptop,FRA,2910589.605
15,15,5,28,10,FHD,Non-Touch,Desktop,FRA,603305.598
10,15,13,9,10,FHD,Non-Touch,Desktop,FRA,979751.577
22,15,4,12,10,FHD,Non-Touch,Desktop,FRA,1259478.591
20,15,23,26,17,FHD,Non-Touch,Laptop,GBR,3258911.502
19,3,44,11,10,FHD,Non-Touch,Desktop,FRA,3642163.049
25,16,41,28,10,FHD,Non-Touch,Desktop,FRA,733029.528
25,7,56,14,15,FHD,Non-Touch,Laptop,FRA,1678950
20,7,52,26,15,FHD,Non-Touch,Laptop,IND,2829876
20,3,54,18,15,FHD,Touch,Laptop,IND,2928892.75
6,3,54,14,15,FHD,Non-Touch,Laptop,IND,2344683.6
20,16,23,33,10,FHD,Non-Touch,Desktop,FRA,785389.528
22,15,41,17,15,UHD,Non-Touch,Laptop,FRA,1469989.5
36,13,39,28,15,HD+,Non-Touch,Laptop,GER,485922.906
22,3,49,18,10,FHD,Non-Touch,Desktop,AUS,2531601.765
25,15,39,28,14,HD+,Non-Touch,Laptop,AUS,709537.29
22,15,56,12,17,FHD,Non-Touch,Laptop,BRA,1375173.899
25,15,56,28,13,FHD,Touch,Laptop,FRA,765960.3
22,3,54,18,16,FHD,Non-Touch,Laptop,GER,2809610.118
40,13,39,28,15,FHD,Non-Touch,Laptop,AUS,442899.765
25,15,23,19,15,FHD,Non-Touch,Laptop,IND,1350039.18
22,15,52,12,15,FHD,Non-Touch,Laptop,FRA,1044340.451
25,8,5,14,15,FHD,Non-Touch,Laptop,FRA,900224.409
6,15,23,28,15,FHD,Touch,Laptop,GER,1084397.832
22,3,56,17,15,FHD,Non-Touch,Laptop,FRA,1477829.444
1,3,52,19,15,UHD,Non-Touch,Laptop,FRA,1690069.437
6,15,23,14,15,FHD,Non-Touch,Laptop,AUS,1030416.45
20,3,56,19,17,FHD,Non-Touch,Desktop,IND,1883309.736
25,16,23,28,15,FHD,Non-Touch,Laptop,AUS,732068.82
20,16,23,19,15,FHD,Non-Touch,Laptop,FRA,1143817.409
22,3,17,26,10,FHD,Non-Touch,Desktop,FRA,1695669.402
20,3,23,28,14,QHD,Non-Touch,Laptop,IND,3020781.12
22,15,54,34,15,FHD,Non-Touch,Laptop,AUS,1324520.4
20,7,31,3,10,FHD,Non-Touch,Desktop,FRA,2430697.339
20,15,4,4,14,HD+,Non-Touch,Laptop,AUS,1314011.16
8,3,49,7,10,FHD,Non-Touch,Desktop,AUS,4551432.795
25,15,54,28,13,UHD,Touch,Laptop,AUS,1391166
20,7,70,18,17,FHD,Non-Touch,Laptop,CHN,4567172.4
25,15,4,5,17,FHD,Non-Touch,Desktop,IND,1277681.58
1,3,41,28,15,QHD+,Non-Touch,Laptop,IND,3754536.744
25,3,18,14,10,FHD,Non-Touch,Laptop,IND,1179106.74
20,7,54,32,15,QHD+,Non-Touch,Laptop,IND,4330995.536
12,15,54,19,10,FHD,Non-Touch,Desktop,FRA,1240228.262
20,3,54,28,14,QHD,Touch,Laptop,IND,3015659.92
2,13,23,28,15,HD+,Non-Touch,Laptop,GBR,989302.678
6,16,23,28,15,HD+,Touch,Laptop,CHN,818355.6612
20,3,16,28,10,FHD,Non-Touch,Desktop,BRA,2339346.303
20,3,49,18,15,FHD,Non-Touch,Laptop,AUS,2250409.245
20,3,46,28,13,FHD,Touch,Laptop,CHN,2014084.8
20,3,23,28,15,FHD,Non-Touch,Laptop,GBR,1512022.869
1,7,23,28,15,QHD+,Non-Touch,Laptop,GBR,4684261.995
20,15,23,28,15,HD+,Non-Touch,Laptop,CAN,841073.87
2,15,56,9,10,FHD,Non-Touch,Desktop,IND,763931.056
22,7,70,3,15,FHD,Non-Touch,Laptop,IND,4781264.656
26,3,23,28,21,FHD,Touch,Desktop,FRA,464131.206
6,13,23,28,14,FHD,Non-Touch,Laptop,AUS,599293.485
6,15,70,28,15,FHD,Non-Touch,Laptop,CHN,796402.908
20,13,23,28,11,FHD,Touch,Laptop,CHN,446966.982
25,7,4,28,10,FHD,Non-Touch,Desktop,GBR,832547.282
9,15,23,33,10,FHD,Non-Touch,Desktop,FRA,691253.199
20,3,67,28,13,FHD,Touch,Laptop,FRA,1226830.143
1,7,37,3,17,FHD,Non-Touch,Laptop,FRA,4223299.171
22,3,23,17,17,FHD,Non-Touch,Laptop,FRA,1556544.115
25,15,25,28,13,FHD,Touch,Laptop,USA,1403691.408
20,3,39,19,15,FHD,Non-Touch,Laptop,FRA,1306189.115
10,3,41,19,15,FHD,Non-Touch,Laptop,FRA,1009690.143
20,3,54,19,15,FHD,Touch,Laptop,CAN,3595364.5
6,13,39,28,14,HD+,Non-Touch,Laptop,AUS,537258.645
19,7,23,3,10,FHD,Non-Touch,Desktop,FRA,5765329.122
9,15,29,28,10,FHD,Non-Touch,Desktop,FRA,621232.101
20,7,52,26,15,UHD,Non-Touch,Laptop,AUS,3938595.885
25,15,23,3,10,FHD,Non-Touch,Desktop,FRA,1796329.08
1,3,52,7,15,FHD,Non-Touch,Laptop,GER,3387157.928
25,3,4,5,15,FHD,Non-Touch,Laptop,AUS,1018650.675
20,3,56,26,17,FHD,Touch,Laptop,CAN,3119699.31
25,3,4,28,14,FHD,Non-Touch,Laptop,AUS,1162816.2
13,3,4,7,17,FHD,Non-Touch,Laptop,IND,2421208.37
25,3,23,28,15,FHD,Non-Touch,Laptop,AUS,1087152.255
20,15,56,28,14,FHD,Non-Touch,Laptop,AUS,1115103.99
20,13,70,14,10,FHD,Non-Touch,Desktop,FRA,985939.045
25,7,70,4,15,FHD,Non-Touch,Laptop,USA,821608.3562
42,13,23,4,15,FHD,Non-Touch,Laptop,BRA,538999.6045
20,3,55,26,15,FHD,Non-Touch,Laptop,FRA,2255137.01
35,15,41,10,13,FHD,Touch,Laptop,GER,1187539.872
20,3,41,28,13,UHD,Non-Touch,Laptop,FRA,1646389.024
20,3,54,28,15.4,QHD+,Non-Touch,Laptop,AUS,3224647.125
12,3,23,10,15,FHD,Touch,Laptop,FRA,661488.975
20,3,49,11,10,FHD,Non-Touch,Desktop,AUS,4780386.24
12,3,54,17,17,FHD,Non-Touch,Laptop,FRA,1434148.968
20,15,49,28,14,FHD,Non-Touch,Laptop,AUS,1144544.1
35,3,55,3,10,FHD,Non-Touch,Desktop,FRA,4627548.982
20,15,23,19,15,FHD,Non-Touch,Laptop,AUS,1324514.415
42,15,40,28,14,FHD,Non-Touch,Laptop,IND,514526.964
20,7,66,19,17,FHD,Non-Touch,Laptop,FRA,1655838.961
20,3,55,26,10,FHD,Non-Touch,Desktop,IND,2344866.972
20,15,49,28,15,FHD,Non-Touch,Laptop,BRA,1088359.032
12,15,23,17,10,FHD,Non-Touch,Desktop,FRA,867582.877
20,15,40,14,15,FHD,Non-Touch,Laptop,AUS,1179960.285
22,7,23,26,10,FHD,Non-Touch,Desktop,FRA,2200956.884
13,15,23,28,15,FHD,Non-Touch,Laptop,GER,825170.878
19,2,43,11,10,FHD,Non-Touch,Desktop,GBR,8557812.648
6,13,41,28,13,FHD,Touch,Laptop,AUS,1050295.26
25,8,23,5,10,FHD,Non-Touch,Desktop,BRA,969913.4759
20,15,23,28,15,FHD,Non-Touch,Laptop,CHN,791649.558
6,15,23,28,23,FHD,Touch,Desktop,FRA,946038.87
25,16,23,14,10,FHD,Non-Touch,Desktop,FRA,1149983.835
20,15,41,28,12,FHD,Non-Touch,Laptop,IND,1976044.756
20,7,55,31,10,FHD,Non-Touch,Desktop,CAN,3783219.449
20,15,54,7,10,FHD,Non-Touch,Desktop,FRA,1145118.828
19,3,55,3,10,FHD,Non-Touch,Desktop,IND,6334430.452
20,3,40,19,17,FHD,Non-Touch,Laptop,CHN,3113082
42,13,70,28,15,FHD,Touch,Laptop,FRA,446588.835
20,3,54,14,15,UHD,Non-Touch,Laptop,CAN,2843064.77
1,7,23,2,15,UHD,Non-Touch,Laptop,AUS,6137103.315
10,15,23,14,10,FHD,Non-Touch,Desktop,IND,1384625.452
25,15,54,5,10,FHD,Non-Touch,Desktop,FRA,1215188.8
1,3,52,2,17,FHD,Non-Touch,Laptop,FRA,3366288.779
35,15,54,17,17,FHD,Non-Touch,Laptop,BRA,1591938.269
20,15,4,19,15,FHD,Touch,Laptop,BRA,1358463.481
25,16,41,19,10,FHD,Non-Touch,Desktop,FRA,787761.73
20,3,23,5,15,UHD,Touch,Laptop,CHN,3203197.2
20,3,52,7,17,FHD,Non-Touch,Laptop,IND,2519129.844
20,15,23,5,15,FHD,Non-Touch,Laptop,AUS,1384319.16
20,15,40,5,15,FHD,Non-Touch,Laptop,BRA,1167671.89
25,15,54,5,15,FHD,Non-Touch,Laptop,IND,1916045.768
10,15,54,17,15,FHD,Non-Touch,Laptop,AUS,1267705.95
25,3,41,28,13,QHD+,Non-Touch,Laptop,GBR,2076413.955
25,15,28,19,10,FHD,Non-Touch,Desktop,AUS,1695580.425
20,3,52,5,15,FHD,Non-Touch,Laptop,FRA,1131888.681
10,15,4,28,10,FHD,Non-Touch,Desktop,GBR,1050019.173
22,3,23,18,17,FHD,Non-Touch,Laptop,GER,2695429.436
12,3,56,7,10,FHD,Non-Touch,Desktop,IND,2136913.212
20,7,52,7,17,UHD,Non-Touch,Laptop,IND,3073436.968
1,7,59,2,17,QHD,Non-Touch,Laptop,GER,7928184.144
20,3,56,5,15,FHD,Non-Touch,Laptop,USA,1388912.112
20,15,23,9,10,FHD,Non-Touch,Desktop,FRA,939581.111
20,15,23,5,17,FHD,Non-Touch,Laptop,BRA,1188070.184
22,3,28,26,10,FHD,Non-Touch,Desktop,FRA,2145894.646
22,15,52,17,17,FHD,Non-Touch,Laptop,IND,1875496.602
22,3,23,26,15,FHD,Non-Touch,Laptop,FRA,2617848.618
20,15,41,28,12,FHD,Touch,Laptop,FRA,1479431.1
6,15,4,14,17,FHD,Non-Touch,Laptop,CAN,1406553.876
20,15,23,28,14,HD,Non-Touch,Laptop,CHN,768681.144
20,13,49,19,15,FHD,Non-Touch,Laptop,FRA,913896.2
1,7,23,5,15,UHD,Touch,Laptop,FRA,2977508.548
22,3,23,14,10,FHD,Non-Touch,Desktop,FRA,1030668.548
20,15,55,17,10,FHD,Non-Touch,Desktop,FRA,2016324.576
1,3,23,26,15,FHD,Non-Touch,Laptop,AUS,3271627.8
19,7,67,24,10,FHD,Non-Touch,Desktop,AUS,11487983.54
22,15,23,3,15,FHD,Non-Touch,Laptop,FRA,3438653.4
8,3,56,31,10,FHD,Non-Touch,Desktop,IND,2699669.49
20,15,54,28,13,UHD,Non-Touch,Laptop,AUS,2346987.3
20,15,54,12,13,FHD,Non-Touch,Laptop,GER,1691514.888
25,13,23,28,14,HD,Non-Touch,Laptop,CHN,705367.278
22,3,70,18,17,FHD,Non-Touch,Laptop,AUS,2409157.905
12,7,56,9,27,UHD,Non-Touch,Desktop,FRA,1783728.492
22,7,10,28,15,QHD+,Non-Touch,Laptop,IND,9364024.992
25,15,23,4,15,HD+,Non-Touch,Laptop,CHN,801313.632
20,3,23,28,17,FHD,Non-Touch,Laptop,CHN,2428007.4
20,7,56,7,17,QHD,Non-Touch,Laptop,FRA,2073948.478
25,15,23,28,17,FHD,Non-Touch,Laptop,AUS,883401.75
6,15,23,28,21,FHD,Touch,Desktop,FRA,753013.415
20,3,7,7,15,FHD,Non-Touch,Laptop,IND,2549430.828
40,13,40,28,14,HD+,Non-Touch,Laptop,CAN,480139.66
12,15,59,7,10,FHD,Non-Touch,Desktop,FRA,1158500
6,15,41,28,10,FHD,Non-Touch,Desktop,FRA,745414.943
22,3,49,28,15,QHD+,Non-Touch,Laptop,AUS,3172085.7
20,7,66,19,15,FHD,Non-Touch,Laptop,FRA,1626788.38
10,15,56,12,17,FHD,Non-Touch,Laptop,CAN,1507271.22
20,15,23,14,17,FHD,Non-Touch,Laptop,IND,1536979.5
20,15,16,5,17,FHD,Non-Touch,Laptop,FRA,1336288.38
35,2,54,11,10,FHD,Non-Touch,Desktop,CAN,9047204.921
25,16,23,28,15,HD+,Touch,Laptop,FRA,689066
5,15,39,28,12,HD+,Non-Touch,Laptop,AUS,976493.595
42,16,41,28,15,FHD,Non-Touch,Laptop,AUS,716607.675
9,15,23,5,10,FHD,Non-Touch,Desktop,FRA,732930.366
20,3,52,3,17,FHD,Non-Touch,Laptop,IND,4097482.032
20,3,70,5,10,FHD,Non-Touch,Desktop,FRA,1185366
12,3,16,26,10,FHD,Non-Touch,Desktop,CAN,2434416.785
6,15,41,28,13,HD,Non-Touch,Laptop,GER,2173907.736
25,15,43,5,10,FHD,Non-Touch,Desktop,FRA,1182799.289
19,3,16,3,10,FHD,Non-Touch,Desktop,IND,4346394.654
6,3,52,19,10,FHD,Non-Touch,Desktop,FRA,1229952.5
20,15,46,5,13,UHD,Touch,Laptop,CHN,3846074.4
20,15,23,19,10,FHD,Non-Touch,Desktop,IND,1653924.58
20,3,23,19,15,QHD,Touch,Laptop,IND,4593329.832
12,13,4,10,15,FHD,Non-Touch,Laptop,BRA,766293.3369
20,7,52,5,15,FHD,Non-Touch,Laptop,FRA,1288198.289
20,15,4,2,10,FHD,Non-Touch,Desktop,BRA,2309512.782
25,15,23,5,15,FHD,Non-Touch,Laptop,GBR,1068254.87
25,15,53,28,15,UHD,Touch,Laptop,FRA,823491.9
6,11,23,28,15,HD+,Non-Touch,Laptop,GER,790577.662
22,15,4,14,16,FHD,Non-Touch,Laptop,GER,1651134.87
25,13,40,28,14,FHD,Non-Touch,Laptop,CAN,842808.33
12,3,41,10,13,UHD,Touch,Laptop,FRA,1203078.205
20,3,4,28,17,UHD,Non-Touch,Laptop,FRA,1764922.6
20,15,39,28,14,FHD,Non-Touch,Laptop,CHN,2000451.6
6,15,41,28,13,UHD,Non-Touch,Laptop,AUS,1304794.68
16,15,39,28,14,HD+,Non-Touch,Laptop,AUS,603152.55
22,15,41,26,15,UHD,Non-Touch,Laptop,FRA,1791764.212
1,3,70,28,15,UHD,Non-Touch,Laptop,FRA,4785468.184
42,13,23,28,14,HD+,Touch,Laptop,CHN,533292.8668
20,7,70,7,15,FHD,Non-Touch,Laptop,FRA,2487228.156
20,3,46,5,15,UHD,Touch,Laptop,CHN,2982924
12,15,41,10,15,FHD,Touch,Laptop,FRA,1067208.142
42,15,23,28,17,FHD,Non-Touch,Laptop,FRA,653718.114
20,7,34,31,10,FHD,Non-Touch,Desktop,IND,3220250.208
25,15,23,17,10,FHD,Non-Touch,Desktop,FRA,1048801.649
2,13,23,28,15,HD,Non-Touch,Laptop,CAN,610881.4712
13,3,70,28,15,FHD,Non-Touch,Laptop,GER,1463326.494
12,15,40,19,10,FHD,Non-Touch,Desktop,FRA,1193827.621
13,15,54,28,14,FHD,Non-Touch,Laptop,FRA,1364092.8
25,3,54,28,14,FHD,Non-Touch,Laptop,IND,2544592.12
25,15,29,5,10,FHD,Non-Touch,Desktop,FRA,951988.1
12,7,74,9,10,FHD,Non-Touch,Desktop,FRA,2878610
20,15,56,5,15,FHD,Touch,Laptop,IND,1824055.8
25,15,40,14,17,FHD,Non-Touch,Laptop,BRA,1105064.192
20,15,23,17,17,QHD,Non-Touch,Laptop,GBR,2384994.836
6,15,4,28,10,FHD,Non-Touch,Desktop,FRA,576412.76
1,2,23,28,15,FHD,Non-Touch,Laptop,CHN,7433370
20,3,54,5,15,FHD,Touch,Laptop,IND,2114801.192
20,3,54,28,15,FHD,Touch,Desktop,AUS,2078946.765
13,3,23,28,12,QHD+,Touch,Laptop,FRA,2194434.2
12,7,23,10,17,FHD,Non-Touch,Laptop,FRA,745165.981
20,3,4,14,15,FHD,Non-Touch,Laptop,USA,1980211.464
19,3,16,2,10,FHD,Non-Touch,Desktop,IND,4749692.458
25,15,28,28,14,FHD,Non-Touch,Laptop,AUS,991964.61
20,3,55,19,17,FHD,Non-Touch,Laptop,FRA,1473717.882
22,2,54,26,17,FHD,Non-Touch,Laptop,USA,5447769.687
40,13,23,28,21,FHD,Non-Touch,Desktop,AUS,695852.7093
25,16,4,28,15,FHD,Non-Touch,Laptop,AUS,903869.19
5,15,4,19,10,FHD,Non-Touch,Desktop,FRA,2413925.325
20,3,23,28,14,QHD,Touch,Laptop,IND,3737161.008
